Listing ID,Host ID,Number of Listings Per Host,City,Latitude,Longitude,Listing Type,Price,Minimum Nights,Availability,Number of Reviews
11911651,63549522,1,San Francisco,37.75923,-122.39717,Entire home/apt,895,3,82,42
11939561,1401824,1,San Francisco,37.75177,-122.41543,Entire home/apt,122,3,156,204
11942275,2135564,1,San Francisco,37.73615,-122.45143,Entire home/apt,325,7,115,22
11947349,63794442,2,San Francisco,37.76364,-122.43474,Private room,140,3,363,90
11949198,63794442,2,San Francisco,37.76406,-122.43392,Private room,160,3,342,104
11998353,48763599,2,San Francisco,37.77779,-122.43207,Private room,100,1,248,66
12025717,64351162,3,San Francisco,37.75857,-122.48878,Entire home/apt,101,1,14,256
12041358,3588642,3,San Francisco,37.75356,-122.44223,Private room,83,30,325,9
12057024,6605304,1,San Francisco,37.76253,-122.44885,Entire home/apt,179,30,315,14
12110830,64946886,1,San Francisco,37.72052,-122.39151,Entire home/apt,111,1,67,87
12126766,4943471,1,San Francisco,37.79795,-122.41091,Entire home/apt,104,30,155,5
12137566,37150220,1,San Francisco,37.77211,-122.43204,Entire home/apt,350,30,83,2
12151600,8676376,5,San Francisco,37.72722,-122.41951,Entire home/apt,77,30,181,122
12154878,65266850,1,San Francisco,37.79515,-122.41909,Entire home/apt,91,30,160,101
12154955,7335923,2,San Francisco,37.75746,-122.48286,Private room,45,30,342,1
12156553,1154836,2,San Francisco,37.75136,-122.42937,Entire home/apt,100,30,365,7
12169644,9845255,1,San Francisco,37.78754,-122.38824,Entire home/apt,220,30,178,5
12175415,56076559,2,San Francisco,37.78402,-122.46189,Entire home/apt,175,3,159,131
12207073,37976393,2,San Francisco,37.78859,-122.39118,Private room,169,30,365,26
12212013,12715408,1,San Francisco,37.77618,-122.43217,Entire home/apt,165,1,156,260
12212126,204441,12,San Francisco,37.79863,-122.40611,Private room,65,30,365,82
12266059,30347217,2,San Francisco,37.79812,-122.40741,Entire home/apt,109,30,362,4
12291658,1479964,21,San Francisco,37.75927,-122.43292,Entire home/apt,116,30,148,2
12295920,65530935,1,San Francisco,37.758,-122.42991,Private room,95,3,163,32
12310120,66385869,5,San Francisco,37.72701,-122.44153,Private room,70,30,89,112
12368621,66829012,1,San Francisco,37.79025,-122.44439,Entire home/apt,95,30,313,131
12400754,67054880,8,San Francisco,37.77872,-122.43465,Private room,295,1,348,0
12404809,67054880,8,San Francisco,37.77869,-122.43456,Private room,212,1,343,0
12410151,11491132,1,San Francisco,37.79855,-122.40753,Entire home/apt,225,30,219,36
12425557,63158923,3,San Francisco,37.77704,-122.47236,Private room,79,30,89,1
12432020,4430421,146,San Francisco,37.7645,-122.41711,Entire home/apt,72,30,179,4
12437037,67285076,2,San Francisco,37.77486,-122.46235,Entire home/apt,142,1,89,356
12463547,13499994,3,San Francisco,37.79579,-122.41114,Private room,150,1,311,4
12463556,13499994,3,San Francisco,37.79439,-122.41105,Private room,150,1,233,3
12484859,8676376,5,San Francisco,37.72564,-122.41982,Entire home/apt,102,30,262,59
12511163,31755831,2,San Francisco,37.73486,-122.49566,Private room,50,1,88,366
12515810,23865374,1,San Francisco,37.75582,-122.40162,Private room,90,30,1,123
12562572,4304761,1,San Francisco,37.73368,-122.44614,Entire home/apt,80,2,216,275
12607119,68425495,1,San Francisco,37.8039,-122.43974,Entire home/apt,1681,2,307,76
12657038,250901,1,San Francisco,37.75963,-122.46545,Entire home/apt,314,2,246,6
12679234,10226011,1,San Francisco,37.73935,-122.49681,Entire home/apt,120,2,230,170
12685654,886782,1,San Francisco,37.78339,-122.41926,Entire home/apt,80,30,335,1
12725886,16921530,1,San Francisco,37.76459,-122.46495,Private room,106,2,47,284
12750864,49785728,1,San Francisco,37.80437,-122.40589,Entire home/apt,500,60,179,1
12753688,1339470,3,San Francisco,37.77195,-122.51163,Entire home/apt,175,70,113,2
12753708,1339470,3,San Francisco,37.77033,-122.5101,Entire home/apt,205,180,275,1
12779748,17042045,51,San Francisco,37.78552,-122.40909,Entire home/apt,77,1,109,91
12797906,498928,1,San Francisco,37.7589,-122.46598,Entire home/apt,170,2,89,187
12835527,570963,1,San Francisco,37.73577,-122.41672,Entire home/apt,100,3,35,303
12853235,15449058,1,San Francisco,37.77926,-122.44907,Entire home/apt,300,2,161,17
12853799,329072,21,San Francisco,37.79372,-122.40418,Shared room,46,7,88,111
12857011,329072,21,San Francisco,37.79372,-122.40418,Shared room,46,7,90,125
12857087,329072,21,San Francisco,37.79372,-122.40418,Shared room,46,7,88,134
12857179,329072,21,San Francisco,37.79372,-122.40418,Shared room,46,7,88,102
12857222,329072,21,San Francisco,37.79372,-122.40418,Shared room,46,7,88,136
12866962,4430421,146,San Francisco,37.75459,-122.42419,Entire home/apt,98,30,179,2
12870849,3967769,1,San Francisco,37.73119,-122.38945,Private room,70,30,7,38
12886566,9574679,2,San Francisco,37.7759,-122.46955,Entire home/apt,575,7,88,0
12905538,70717919,1,San Francisco,37.74885,-122.48752,Entire home/apt,109,1,120,196
12910183,12703126,6,San Francisco,37.80634,-122.42056,Entire home/apt,140,30,246,4
12913802,20899143,6,San Francisco,37.79055,-122.41464,Entire home/apt,148,30,241,10
12922728,40188449,1,San Francisco,37.73887,-122.41898,Entire home/apt,74,30,305,19
12937848,723220,1,San Francisco,37.78998,-122.39213,Entire home/apt,400,31,365,0
12953897,3901402,1,San Francisco,37.79543,-122.42359,Entire home/apt,261,5,56,34
12956379,2430503,1,San Francisco,37.74113,-122.47925,Entire home/apt,300,30,363,1
12956380,10764661,4,San Francisco,37.78122,-122.42035,Entire home/apt,10,30,159,17
13016330,71832050,1,San Francisco,37.79634,-122.41598,Entire home/apt,57,30,364,101
13021294,22860305,1,San Francisco,37.79246,-122.412,Entire home/apt,329,1,330,58
13033493,16385813,1,San Francisco,37.72289,-122.41829,Private room,120,30,359,4
13061396,72339295,1,San Francisco,37.77517,-122.39303,Entire home/apt,600,30,358,3
13082310,38836,39,San Francisco,37.75195,-122.4221,Entire home/apt,116,30,250,6
13083682,25056680,1,San Francisco,37.75315,-122.40715,Private room,125,2,88,56
13095952,72722573,1,San Francisco,37.79489,-122.4103,Entire home/apt,106,30,365,97
13096400,22267033,16,San Francisco,37.78752,-122.40937,Entire home/apt,292,2,365,22
13100047,22267033,16,San Francisco,37.78694,-122.40964,Entire home/apt,306,2,365,18
13120626,72788131,2,San Francisco,37.75651,-122.40897,Entire home/apt,160,30,364,2
13127954,3617002,7,San Francisco,37.76185,-122.40543,Private room,85,1,38,323
13153289,2259758,1,San Francisco,37.75642,-122.43945,Entire home/apt,275,3,64,7
13190103,20850212,16,San Francisco,37.7971,-122.42428,Private room,79,1,49,35
13201652,18151037,8,San Francisco,37.75262,-122.4363,Entire home/apt,295,30,335,21
13204198,4430421,146,San Francisco,37.75395,-122.42437,Entire home/apt,118,30,179,2
13220623,16010762,1,San Francisco,37.76192,-122.49741,Entire home/apt,165,2,66,322
13224465,55198843,1,San Francisco,37.80602,-122.42084,Entire home/apt,350,7,356,5
13233167,68432368,4,San Francisco,37.76434,-122.46905,Private room,63,30,269,57
13239272,1099605,1,San Francisco,37.77643,-122.47753,Entire home/apt,500,7,101,20
13264163,41190857,1,San Francisco,37.77674,-122.46657,Entire home/apt,350,2,99,30
13264364,47514427,36,San Francisco,37.78784,-122.41036,Private room,322,2,116,81
13276083,1479964,21,San Francisco,37.78801,-122.38969,Entire home/apt,179,30,179,1
13284332,47514427,36,San Francisco,37.78784,-122.41036,Private room,322,1,116,78
13284618,47514427,36,San Francisco,37.78784,-122.41036,Private room,322,1,116,100
13312818,6774460,11,San Francisco,37.80373,-122.40457,Entire home/apt,181,30,365,0
13315077,75262645,1,San Francisco,37.73964,-122.4112,Private room,100,1,178,11
13332858,1700631,1,San Francisco,37.76406,-122.39518,Entire home/apt,200,30,267,57
13342870,9632192,9,San Francisco,37.75573,-122.42338,Entire home/apt,110,30,267,2
13343657,23719876,10,San Francisco,37.78318,-122.47441,Private room,85,30,351,6
13346701,75633214,1,San Francisco,37.8042,-122.43622,Entire home/apt,404,30,179,27
13349338,24157036,13,San Francisco,37.74661,-122.43451,Entire home/apt,335,30,251,3
13393846,47514427,36,San Francisco,37.77864,-122.42226,Private room,276,1,104,50
13427895,75594709,1,San Francisco,37.72871,-122.42934,Private room,50,1,89,78
13430730,13408956,1,San Francisco,37.76551,-122.44032,Entire home/apt,95,30,284,22
13443665,10786181,2,San Francisco,37.71914,-122.45128,Entire home/apt,134,30,241,55
13448637,2516072,1,San Francisco,37.75132,-122.42648,Entire home/apt,375,3,64,17
13464987,462956,1,San Francisco,37.76416,-122.43048,Private room,55,1,310,210
13465756,3584706,1,San Francisco,37.79849,-122.40699,Private room,85,30,364,8
13530616,4430421,146,San Francisco,37.7854,-122.41134,Entire home/apt,79,30,179,1
13559950,45161821,1,San Francisco,37.80234,-122.43796,Entire home/apt,95,30,219,4
13561311,1479964,21,San Francisco,37.79966,-122.4154,Entire home/apt,145,30,64,1
13563865,78172368,1,San Francisco,37.77625,-122.46464,Entire home/apt,895,3,249,6
13574259,30789097,1,San Francisco,37.76303,-122.44186,Entire home/apt,425,7,165,5
13579169,5014272,2,San Francisco,37.76119,-122.44685,Entire home/apt,160,30,281,14
13582817,76778950,1,San Francisco,37.80618,-122.42379,Entire home/apt,954,3,88,10
13585679,78443561,1,San Francisco,37.75322,-122.41386,Entire home/apt,160,3,341,162
13591271,20525640,2,San Francisco,37.72123,-122.44373,Private room,50,30,280,69
13600947,35102608,1,San Francisco,37.7537,-122.48254,Private room,90,2,125,119
13603043,2019781,1,San Francisco,37.75388,-122.43229,Entire home/apt,268,3,40,107
13603416,78681619,2,San Francisco,37.70836,-122.46167,Entire home/apt,310,2,89,8
13605661,20525640,2,San Francisco,37.71994,-122.44416,Private room,45,30,269,78
13618517,26482762,14,San Francisco,37.78898,-122.41278,Hotel room,300,2,332,79
13625546,49532950,1,San Francisco,37.75564,-122.41142,Entire home/apt,100,2,240,177
13654134,79305198,1,San Francisco,37.79074,-122.43447,Entire home/apt,119,30,268,16
13669721,69670960,1,San Francisco,37.7331,-122.45106,Entire home/apt,225,3,325,105
13685131,79700074,1,San Francisco,37.73654,-122.41582,Private room,115,2,156,130
13686323,26482762,14,San Francisco,37.78898,-122.41278,Hotel room,300,2,332,79
13687255,32534976,1,San Francisco,37.76032,-122.39444,Entire home/apt,450,4,10,42
13714899,58762070,2,San Francisco,37.75363,-122.42404,Entire home/apt,134,30,236,154
13734123,4582677,3,San Francisco,37.7374,-122.49491,Entire home/apt,313,30,100,96
13735115,23195770,2,San Francisco,37.77785,-122.44372,Entire home/apt,1750,2,347,17
13735664,43707666,1,San Francisco,37.75167,-122.45212,Private room,188,4,98,129
13762975,4095163,1,San Francisco,37.74618,-122.41452,Entire home/apt,85,30,283,85
13774014,2993432,1,San Francisco,37.73436,-122.40488,Entire home/apt,115,3,64,209
13788581,3495695,1,San Francisco,37.79107,-122.44283,Entire home/apt,450,2,72,37
13788740,2259098,2,San Francisco,37.72486,-122.43172,Entire home/apt,193,7,36,24
13789725,3677879,1,San Francisco,37.75691,-122.50639,Entire home/apt,160,2,278,225
13796921,390743,1,San Francisco,37.75914,-122.48456,Entire home/apt,133,2,1,61
13811042,103427,1,San Francisco,37.7227,-122.47131,Private room,157,30,365,0
13815533,10460597,1,San Francisco,37.74405,-122.50323,Entire home/apt,168,2,245,105
13845578,9194713,6,San Francisco,37.71854,-122.40355,Entire home/apt,125,1,10,306
13883766,22267033,16,San Francisco,37.78821,-122.41096,Entire home/apt,306,2,365,6
13885609,78610776,1,San Francisco,37.72885,-122.45885,Private room,120,30,365,0
13896608,22267033,16,San Francisco,37.78815,-122.41123,Entire home/apt,293,2,365,17
13899875,56658434,3,San Francisco,37.77805,-122.47057,Private room,104,5,158,82
13913555,26482762,14,San Francisco,37.78898,-122.41278,Hotel room,1000,3,3,49
13939822,880855,2,San Francisco,37.77107,-122.43114,Entire home/apt,125,30,178,0
13943674,82964671,1,San Francisco,37.78926,-122.41598,Entire home/apt,139,31,362,14
13975376,26482762,14,San Francisco,37.78898,-122.41278,Entire home/apt,300,2,332,50
13978938,26482762,14,San Francisco,37.78898,-122.41278,Hotel room,1414,2,227,37
14029388,4430421,146,San Francisco,37.7846,-122.41157,Entire home/apt,81,30,179,0
14029901,2048437,2,San Francisco,37.75742,-122.43741,Private room,111,2,286,125
14030807,84011857,1,San Francisco,37.75798,-122.44175,Entire home/apt,150,30,342,57
14043110,84154713,2,San Francisco,37.72864,-122.38786,Private room,61,7,113,281
14049725,36752,1,San Francisco,37.71923,-122.39598,Entire home/apt,179,30,365,25
14057062,11244704,1,San Francisco,37.77714,-122.46676,Private room,135,2,365,75
14058613,84370701,1,San Francisco,37.78942,-122.41649,Entire home/apt,90,30,147,35
14104431,84919856,1,San Francisco,37.76014,-122.48367,Entire home/apt,100,30,339,10
14139656,9151990,3,San Francisco,37.75939,-122.42117,Entire home/apt,375,2,2,53
14153586,85402267,1,San Francisco,37.77449,-122.46522,Private room,53,30,115,80
14166343,57571078,1,San Francisco,37.71898,-122.43174,Entire home/apt,250,7,178,26
14179987,85893340,1,San Francisco,37.80009,-122.44287,Entire home/apt,149,1,7,269
14180539,547669,4,San Francisco,37.7572,-122.49858,Private room,70,30,365,3
14189398,547669,4,San Francisco,37.75891,-122.49691,Private room,90,30,365,0
14197078,26482762,14,San Francisco,37.78907,-122.41283,Private room,397,2,332,53
14203815,86195105,1,San Francisco,37.76046,-122.50478,Entire home/apt,225,30,68,52
14206695,985427,1,San Francisco,37.79107,-122.41131,Entire home/apt,130,30,280,11
14214684,1031942,2,San Francisco,37.74991,-122.42875,Entire home/apt,228,30,365,11
14265180,41182469,1,San Francisco,37.75952,-122.44114,Entire home/apt,395,3,107,73
14266916,36287559,1,San Francisco,37.73771,-122.4164,Entire home/apt,170,3,195,179
14282647,7119658,1,San Francisco,37.73978,-122.38595,Entire home/apt,129,3,4,6
14294502,251124879,3,San Francisco,37.75135,-122.43737,Entire home/apt,140,30,54,5
14299097,10162964,5,San Francisco,37.75758,-122.42284,Entire home/apt,269,30,261,8
14305759,29483318,3,San Francisco,37.75152,-122.40854,Private room,49,30,312,115
14314506,20818179,3,San Francisco,37.76293,-122.50518,Entire home/apt,117,90,342,0
14323059,69455081,1,San Francisco,37.77808,-122.4404,Entire home/apt,149,2,185,140
14339856,7088871,2,San Francisco,37.78659,-122.38976,Entire home/apt,185,30,365,11
14341440,5400272,1,San Francisco,37.7527,-122.41152,Private room,165,3,4,165
14352641,2307833,1,San Francisco,37.76622,-122.43067,Entire home/apt,355,30,279,7
14358722,40426550,3,San Francisco,37.71099,-122.44813,Private room,70,31,365,6
14360687,88054748,2,San Francisco,37.73412,-122.47902,Entire home/apt,295,30,349,26
14362264,3667835,1,San Francisco,37.79072,-122.41345,Entire home/apt,339,3,364,21
14374783,49499644,1,San Francisco,37.78009,-122.50854,Entire home/apt,175,30,213,4
14404663,2275870,3,San Francisco,37.72527,-122.43802,Entire home/apt,1000,7,31,2
14405928,88580126,1,San Francisco,37.79772,-122.43328,Entire home/apt,180,30,304,1
14406178,8577866,2,San Francisco,37.77824,-122.50273,Entire home/apt,178,30,87,5
14450414,83854925,1,San Francisco,37.75203,-122.41338,Entire home/apt,68,30,325,44
14451638,86027378,7,San Francisco,37.7267,-122.42032,Private room,58,30,347,44
14452358,3120119,1,San Francisco,37.75296,-122.50647,Entire home/apt,270,30,342,21
14453697,78681619,2,San Francisco,37.70837,-122.46033,Entire home/apt,712,2,89,41
14465169,81009974,4,San Francisco,37.78258,-122.39509,Private room,118,1,89,89
14474493,89236241,1,San Francisco,37.74832,-122.49904,Private room,68,1,363,44
14475808,86027378,7,San Francisco,37.72644,-122.41875,Entire home/apt,89,30,361,69
14476185,86027378,7,San Francisco,37.72477,-122.41988,Private room,55,30,326,74
14488234,5161705,2,San Francisco,37.76733,-122.4324,Private room,258,1,365,351
14490262,6920252,1,San Francisco,37.7582,-122.4024,Entire home/apt,334,4,69,84
14501673,10764661,4,San Francisco,37.781,-122.41952,Entire home/apt,100,30,322,18
14505006,8237509,1,San Francisco,37.80159,-122.40281,Entire home/apt,232,3,338,143
14538591,41376640,1,San Francisco,37.7631,-122.5032,Private room,72,2,43,93
14540002,16854419,2,San Francisco,37.74712,-122.42523,Private room,119,6,89,50
14548497,81009974,4,San Francisco,37.78195,-122.39571,Private room,118,1,153,94
14552166,17042045,51,San Francisco,37.78701,-122.40924,Entire home/apt,69,1,104,77
14553088,10764661,4,San Francisco,37.78111,-122.41967,Entire home/apt,300,30,190,13
14553693,94548508,1,San Francisco,37.77063,-122.43731,Entire home/apt,145,3,329,169
14571205,29483318,3,San Francisco,37.75006,-122.40791,Private room,85,30,78,120
14576746,1154836,2,San Francisco,37.75138,-122.43279,Entire home/apt,250,1,297,14
14577765,86027378,7,San Francisco,37.7259,-122.41849,Private room,36,30,347,53
14588279,35352879,4,San Francisco,37.74466,-122.49111,Private room,54,30,89,4
14606464,30201630,1,San Francisco,37.77971,-122.39536,Private room,130,30,88,1
14611546,1479964,21,San Francisco,37.80408,-122.40525,Entire home/apt,129,30,167,4
14653250,4141253,1,San Francisco,37.77735,-122.49304,Entire home/apt,199,30,351,8
14654471,86027378,7,San Francisco,37.72627,-122.41832,Private room,48,30,351,49
14673134,39655178,1,San Francisco,37.73722,-122.42265,Entire home/apt,135,30,173,26
14691164,31069921,1,San Francisco,37.7659,-122.4347,Entire home/apt,270,4,78,116
14705126,91464797,1,San Francisco,37.7616,-122.49496,Entire home/apt,226,2,339,261
14709523,17042045,51,San Francisco,37.78708,-122.40973,Private room,65,1,102,88
14710249,27123550,5,San Francisco,37.73264,-122.38793,Private room,57,30,67,21
14714307,4430421,146,San Francisco,37.7643,-122.417,Entire home/apt,104,30,269,1
14725307,17042045,51,San Francisco,37.78716,-122.4095,Entire home/apt,69,1,92,45
14726839,86083871,10,San Francisco,37.7284,-122.45757,Private room,47,30,364,19
14727009,86083871,10,San Francisco,37.7284,-122.45757,Private room,45,30,269,15
14745298,909879,2,San Francisco,37.74864,-122.4366,Entire home/apt,200,3,1,213
14759973,12654522,1,San Francisco,37.75834,-122.41143,Entire home/apt,421,30,83,17
14761638,81009974,4,San Francisco,37.78134,-122.39541,Private room,98,1,153,80
14763705,92075817,1,San Francisco,37.71932,-122.45635,Entire home/apt,99,1,127,361
14775913,48003274,1,San Francisco,37.74827,-122.45028,Entire home/apt,299,3,349,75
14788324,4381076,2,San Francisco,37.72027,-122.45785,Entire home/apt,85,2,35,61
14802586,78451071,1,San Francisco,37.77364,-122.43263,Entire home/apt,155,3,178,116
14804950,24949158,2,San Francisco,37.74569,-122.41758,Entire home/apt,183,1,84,444
14808208,92536054,1,San Francisco,37.76053,-122.46307,Entire home/apt,166,30,307,47
14841442,86083871,10,San Francisco,37.7284,-122.45757,Private room,45,30,364,17
14845574,92916855,1,San Francisco,37.76586,-122.45408,Entire home/apt,130,30,358,41
14852542,92979130,1,San Francisco,37.80317,-122.42739,Entire home/apt,276,2,3,63
14869325,86083871,10,San Francisco,37.7284,-122.45757,Private room,39,30,322,12
14884457,86083871,10,San Francisco,37.7284,-122.45757,Private room,41,30,351,22
14903530,90631,1,San Francisco,37.74132,-122.43705,Entire home/apt,295,7,359,7
14907455,88062053,2,San Francisco,37.70855,-122.46573,Private room,47,1,173,247
14913657,83483852,1,San Francisco,37.7783,-122.45182,Entire home/apt,119,3,8,84
14913860,93689527,1,San Francisco,37.76963,-122.45235,Entire home/apt,130,30,70,1
14914275,93694907,1,San Francisco,37.76949,-122.45295,Entire home/apt,70,30,335,1
14934208,23626101,2,San Francisco,37.77711,-122.41515,Private room,87,1,255,239
14938407,88062053,2,San Francisco,37.70828,-122.46432,Private room,63,1,166,227
14948905,93929155,1,San Francisco,37.75805,-122.42255,Entire home/apt,399,3,64,116
14953903,73070632,3,San Francisco,37.71182,-122.45112,Private room,40,31,365,3
14969986,94288779,1,San Francisco,37.7978,-122.40058,Entire home/apt,250,60,363,2
14982368,3015985,1,San Francisco,37.80037,-122.40354,Private room,120,30,269,0
14983353,94424109,1,San Francisco,37.7778,-122.43854,Entire home/apt,220,30,219,38
14988703,94478439,1,San Francisco,37.76267,-122.39474,Entire home/apt,180,30,364,46
14990478,71381627,1,San Francisco,37.73095,-122.44469,Private room,80,1,33,376
14995032,1353645,1,San Francisco,37.73891,-122.49709,Private room,68,30,89,24
15005046,94659320,1,San Francisco,37.73329,-122.45835,Entire home/apt,133,2,130,268
15024335,48503905,1,San Francisco,37.75928,-122.38938,Entire home/apt,550,3,89,47
15037623,83553465,1,San Francisco,37.75987,-122.41602,Entire home/apt,475,3,64,5
15051965,56666480,1,San Francisco,37.74325,-122.46906,Entire home/apt,114,2,110,244
15052541,38176732,1,San Francisco,37.79866,-122.41475,Entire home/apt,3250,90,358,0
15054072,22267033,16,San Francisco,37.7887,-122.41133,Entire home/apt,299,2,365,8
15055277,93714995,13,San Francisco,37.78931,-122.40588,Private room,125,1,179,179
15056192,2853604,1,San Francisco,37.77678,-122.46126,Private room,175,3,219,89
15060615,95220454,1,San Francisco,37.716,-122.45425,Entire home/apt,215,3,64,29
15067182,11218165,1,San Francisco,37.79356,-122.43017,Private room,230,1,112,90
15069107,62907992,1,San Francisco,37.77944,-122.39265,Private room,133,1,9,234
15070065,4249288,3,San Francisco,37.72733,-122.42932,Entire home/apt,120,2,342,108
15075530,1787588,1,San Francisco,37.73504,-122.39281,Entire home/apt,185,2,1,165
15132100,93714995,13,San Francisco,37.78931,-122.40588,Private room,95,1,171,268
15132855,53614586,1,San Francisco,37.80572,-122.43545,Entire home/apt,257,2,69,182
15150709,7728783,2,San Francisco,37.7449,-122.43067,Entire home/apt,280,3,145,38
15166182,54217986,1,San Francisco,37.73936,-122.45945,Entire home/apt,300,30,365,54
15179182,861262,1,San Francisco,37.73906,-122.38537,Entire home/apt,225,2,86,266
15189360,702376,2,San Francisco,37.77682,-122.40745,Entire home/apt,550,31,177,21
15194176,12176788,22,San Francisco,37.80156,-122.41008,Shared room,27,31,270,16
15194320,12176788,22,San Francisco,37.80239,-122.41004,Shared room,27,31,365,17
15194432,12176788,22,San Francisco,37.80122,-122.40844,Shared room,22,31,250,14
15207802,96098402,6,San Francisco,37.78967,-122.41188,Private room,1799,4,31,1
15207940,96602297,1,San Francisco,37.72923,-122.46063,Private room,99,1,89,189
15214880,96098402,6,San Francisco,37.78782,-122.41374,Private room,1499,3,31,4
15216713,127367,15,San Francisco,37.74471,-122.42032,Entire home/apt,75,30,365,5
15217571,96098402,6,San Francisco,37.78952,-122.41309,Private room,1499,3,31,0
15218861,96098402,6,San Francisco,37.78811,-122.41374,Private room,1999,3,31,5
15220043,64579077,1,San Francisco,37.7542,-122.44029,Entire home/apt,425,4,341,61
15236335,24973603,1,San Francisco,37.70927,-122.44855,Entire home/apt,128,3,307,148
15256248,7433098,8,San Francisco,37.76196,-122.43323,Private room,80,30,311,10
15267186,93714995,13,San Francisco,37.78931,-122.40588,Private room,125,1,179,149
15268492,22267033,16,San Francisco,37.78712,-122.40935,Entire home/apt,299,2,365,8
15269286,33460481,1,San Francisco,37.78029,-122.43447,Entire home/apt,125,30,258,56
15270397,38836,39,San Francisco,37.73612,-122.4211,Entire home/apt,68,30,69,2
15282659,73070632,3,San Francisco,37.71034,-122.44854,Private room,44,30,353,18
15297353,34480173,1,San Francisco,37.74185,-122.41875,Entire home/apt,95,30,268,13
15299001,9757631,1,San Francisco,37.75285,-122.41865,Private room,115,30,89,7
15311048,20899143,6,San Francisco,37.76804,-122.42686,Entire home/apt,200,30,249,6
15314587,97565367,1,San Francisco,37.79405,-122.41088,Entire home/apt,130,30,365,3
15325569,96098402,6,San Francisco,37.78806,-122.41373,Private room,1799,3,31,0
15327480,1939545,1,San Francisco,37.77436,-122.48103,Entire home/apt,600,3,14,34
15327674,5138158,1,San Francisco,37.77653,-122.47387,Entire home/apt,195,1125,64,65
15329778,4033215,1,San Francisco,37.73303,-122.44208,Entire home/apt,145,30,179,0
15330348,97717942,1,San Francisco,37.7414,-122.44283,Entire home/apt,121,3,175,328
15339049,28407268,1,San Francisco,37.77182,-122.43915,Entire home/apt,295,4,1,79
15342398,96098402,6,San Francisco,37.78809,-122.41196,Private room,1899,3,31,3
15343159,40966464,2,San Francisco,37.72147,-122.40868,Private room,46,1,89,428
15346313,24910,1,San Francisco,37.75647,-122.41644,Entire home/apt,400,30,1,48
15346876,97865629,3,San Francisco,37.80478,-122.4209,Private room,259,1,64,112
15363435,17461399,1,San Francisco,37.80025,-122.40425,Entire home/apt,130,30,335,4
15372200,1479964,21,San Francisco,37.75927,-122.43292,Entire home/apt,180,30,250,2
15377291,1479964,21,San Francisco,37.76238,-122.44115,Entire home/apt,210,30,36,1
15377479,4430421,146,San Francisco,37.78415,-122.41147,Entire home/apt,79,30,89,2
15377893,4430421,146,San Francisco,37.78489,-122.41505,Entire home/apt,130,30,179,0
15393846,7341425,1,San Francisco,37.8034,-122.40553,Entire home/apt,250,30,363,1
15401372,38836,39,San Francisco,37.73855,-122.4452,Entire home/apt,149,30,304,4
15408863,644816,1,San Francisco,37.76722,-122.43007,Private room,80,30,34,32
15412358,38836,39,San Francisco,37.75473,-122.43908,Entire home/apt,87,30,346,5
15432669,12765917,1,San Francisco,37.75678,-122.4674,Private room,154,3,65,94
15453636,99135583,1,San Francisco,37.71718,-122.44999,Private room,70,2,5,145
15471316,2001297,9,San Francisco,37.76003,-122.40775,Private room,72,31,219,5
15512995,1865162,1,San Francisco,37.74651,-122.41032,Entire home/apt,450,5,7,14
15521441,2001297,9,San Francisco,37.75997,-122.40774,Private room,46,31,343,6
15523355,2001297,9,San Francisco,37.75997,-122.40774,Private room,72,31,264,5
15550123,2446457,2,San Francisco,37.75427,-122.42366,Entire home/apt,220,30,146,16
15564777,14522747,1,San Francisco,37.77419,-122.49111,Private room,99,2,112,135
15567704,100278291,1,San Francisco,37.7683,-122.42883,Entire home/apt,285,3,320,145
15579415,32939435,3,San Francisco,37.72187,-122.45217,Private room,75,31,89,64
15579505,4381076,2,San Francisco,37.71916,-122.45595,Entire home/apt,300,4,83,5
15583185,20920877,1,San Francisco,37.72483,-122.42654,Entire home/apt,114,1,23,41
15591362,7058705,1,San Francisco,37.75637,-122.4023,Entire home/apt,165,30,215,43
15602145,906727,2,San Francisco,37.78543,-122.47028,Private room,100,30,89,3
15604291,23719876,10,San Francisco,37.79153,-122.41937,Private room,60,30,365,2
15605090,68432368,4,San Francisco,37.7648,-122.46936,Private room,64,30,365,44
15613006,93041478,1,San Francisco,37.7835,-122.46643,Entire home/apt,330,30,364,1
15619426,48005494,111,San Francisco,37.77701,-122.39705,Entire home/apt,133,30,150,3
15662917,775963,1,San Francisco,37.75025,-122.43837,Private room,135,1,256,180
15675279,4430421,146,San Francisco,37.75188,-122.42293,Entire home/apt,116,30,179,2
15675657,17042045,51,San Francisco,37.78602,-122.40965,Entire home/apt,70,1,115,49
15677325,4430421,146,San Francisco,37.78544,-122.41576,Entire home/apt,89,30,179,2
15702583,100390518,25,San Francisco,37.78513,-122.40727,Private room,65,1,115,32
15705696,4010344,1,San Francisco,37.74371,-122.50208,Entire home/apt,140,1,5,64
15708231,101449180,1,San Francisco,37.75767,-122.44476,Entire home/apt,130,30,167,17
15716518,91214395,1,San Francisco,37.79116,-122.40593,Private room,272,1,198,19
15717226,4430421,146,San Francisco,37.76385,-122.41823,Private room,89,30,179,0
15717561,37976393,2,San Francisco,37.78594,-122.39232,Entire home/apt,349,30,177,24
15718115,38836,39,San Francisco,37.77156,-122.43955,Entire home/apt,104,30,261,5
15732801,38836,39,San Francisco,37.77793,-122.4344,Entire home/apt,153,30,99,2
